ID,Customer_ID,Month,Name,Age,SSN,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,Credit_Score
5634,3392,1,Aaron Maashoh,23.0,821000265.0,Scientist,19114.12,1824.8433333333328,3.0,4.0,3.0,4.0,"Auto Loan, Credit-Builder Loan, Personal Loan, and Home Equity Loan",3.0,7.0,11.27,4.0,Good,809.98,26.822619623699016,265.0,No,49.57494921489417,21.465380264657146,High_spent_Small_value_payments,312.49408867943663,Good
5635,3392,2,Aaron Maashoh,23.0,821000265.0,Scientist,19114.12,1824.8433333333328,3.0,4.0,3.0,4.0,"Auto Loan, Credit-Builder Loan, Personal Loan, and Home Equity Loan",3.0,4.0,11.27,4.0,Good,809.98,31.94496005538421,266.0,No,49.57494921489417,21.465380264657146,Low_spent_Large_value_payments,284.62916249607184,Good
5636,3392,3,Aaron Maashoh,23.0,821000265.0,Scientist,19114.12,1824.8433333333328,3.0,4.0,3.0,4.0,"Auto Loan, Credit-Builder Loan, Personal Loan, and Home Equity Loan",3.0,7.0,11.27,4.0,Good,809.98,28.60935202206993,267.0,No,49.57494921489417,21.465380264657146,Low_spent_Medium_value_payments,331.2098628537912,Good
5637,3392,4,Aaron Maashoh,23.0,821000265.0,Scientist,19114.12,1824.8433333333328,3.0,4.0,3.0,4.0,"Auto Loan, Credit-Builder Loan, Personal Loan, and Home Equity Loan",5.0,4.0,6.27,4.0,Good,809.98,31.37786186958236,268.0,No,49.57494921489417,21.465380264657146,Low_spent_Small_value_payments,223.45130972736783,Good
5638,3392,5,Aaron Maashoh,23.0,821000265.0,Scientist,19114.12,1824.8433333333328,3.0,4.0,3.0,4.0,"Auto Loan, Credit-Builder Loan, Personal Loan, and Home Equity Loan",6.0,4.0,11.27,4.0,Good,809.98,24.797346908844982,269.0,No,49.57494921489417,21.465380264657146,High_spent_Medium_value_payments,341.48923103222177,Good
5639,3392,6,Aaron Maashoh,23.0,821000265.0,Scientist,19114.12,1824.8433333333328,3.0,4.0,3.0,4.0,"Auto Loan, Credit-Builder Loan, Personal Loan, and Home Equity Loan",8.0,4.0,9.27,4.0,Good,809.98,27.26225871052017,270.0,No,49.57494921489417,21.465380264657146,High_spent_Medium_value_payments,340.4792117872438,Good
5640,3392,7,Aaron Maashoh,23.0,821000265.0,Scientist,19114.12,1824.8433333333328,3.0,4.0,3.0,4.0,"Auto Loan, Credit-Builder Loan, Personal Loan, and Home Equity Loan",3.0,8.0,11.27,4.0,Good,809.98,22.53759303178384,271.0,No,49.57494921489417,21.465380264657146,Low_spent_Small_value_payments,244.5653167062043,Good
5641,3392,8,Aaron Maashoh,23.0,821000265.0,Scientist,19114.12,1824.8433333333328,3.0,4.0,3.0,4.0,"Auto Loan, Credit-Builder Loan, Personal Loan, and Home Equity Loan",3.0,6.0,11.27,4.0,Good,809.98,23.93379480196552,272.0,No,49.57494921489417,21.465380264657146,High_spent_Medium_value_payments,358.12416760938714,Standard
5646,8625,1,Rick Rothackerj,28.0,4075839.0,Teacher,34847.84,3037.986666666666,2.0,4.0,6.0,1.0,Credit-Builder Loan,3.0,4.0,5.42,2.0,Good,605.03,24.46403063758457,319.0,No,18.816214573128885,39.684018417945296,Low_spent_Small_value_payments,470.69062692529184,Standard
5647,8625,2,Rick Rothackerj,28.0,4075839.0,Teacher,34847.84,3037.986666666666,2.0,4.0,6.0,1.0,Credit-Builder Loan,7.0,1.0,7.42,2.0,Good,605.03,38.550848433956325,320.0,No,18.816214573128885,39.684018417945296,High_spent_Large_value_payments,484.5912142650067,Good
5648,8625,3,Rick Rothackerj,28.0,4075839.0,Teacher,34847.84,3037.986666666666,2.0,4.0,6.0,1.0,Credit-Builder Loan,3.0,1.0,5.42,2.0,Good,605.03,33.22495078663659,321.0,No,18.816214573128885,39.684018417945296,High_spent_Large_value_payments,466.46647639764313,Standard
5649,8625,4,Rick Rothackerj,28.0,4075839.0,Teacher,34847.84,3037.986666666666,2.0,4.0,6.0,1.0,Credit-Builder Loan,3.0,3.0,5.42,2.0,Good,605.03,39.18265565546884,322.0,No,18.816214573128885,39.684018417945296,Low_spent_Medium_value_payments,465.6762241330048,Good
5650,8625,5,Rick Rothackerj,28.0,4075839.0,Teacher,34847.84,3037.986666666666,2.0,4.0,6.0,1.0,Credit-Builder Loan,3.0,1.0,6.42,2.0,Good,605.03,34.97789474709241,323.0,No,18.816214573128885,39.684018417945296,Low_spent_Small_value_payments,444.8670318506144,Good
5651,8625,6,Rick Rothackerj,28.0,4075839.0,Teacher,34847.84,3037.986666666666,2.0,4.0,6.0,1.0,Credit-Builder Loan,3.0,0.0,5.42,2.0,Good,605.03,33.38101020065065,324.0,No,18.816214573128885,39.684018417945296,High_spent_Large_value_payments,481.505261949182,Good
5652,8625,7,Rick Rothackerj,28.0,4075839.0,Teacher,34847.84,3037.986666666666,2.0,4.0,6.0,1.0,Credit-Builder Loan,3.0,4.0,5.42,2.0,Good,605.03,31.131701611553307,325.0,NM,18.816214573128885,39.684018417945296,High_spent_Medium_value_payments,464.8806778859809,Good
5653,8625,8,Rick Rothackerj,28.0,4075839.0,Teacher,34847.84,3037.986666666666,2.0,4.0,6.0,1.0,Credit-Builder Loan,3.0,4.0,5.42,2.0,Good,605.03,32.933856293622235,326.0,No,18.816214573128885,39.684018417945296,Low_spent_Small_value_payments,356.07810855965045,Good
5658,11708,1,Langep,34.0,486853974.0,Engineer,143162.64,12187.22,1.0,5.0,8.0,3.0,"Auto Loan, Auto Loan, and Not Specified",5.0,8.0,7.1,3.0,Good,1303.01,28.616734823006844,213.0,No,246.9923194537421,168.413702679309,High_spent_Small_value_payments,1043.3159778669492,Good
5659,11708,2,Langep,34.0,486853974.0,Engineer,143162.64,12187.22,1.0,5.0,8.0,3.0,"Auto Loan, Auto Loan, and Not Specified",13.0,6.0,7.1,3.0,Good,1303.01,41.70257342393906,214.0,No,246.9923194537421,168.413702679309,High_spent_Small_value_payments,998.8692967863226,Good
5660,11708,3,Langep,34.0,486853974.0,Engineer,143162.64,12187.22,1.0,5.0,8.0,3.0,"Auto Loan, Auto Loan, and Not Specified",8.0,7.0,11.1,3.0,Good,1303.01,26.51981539154649,215.0,No,246.9923194537421,168.413702679309,High_spent_Small_value_payments,715.741367403555,Good
5661,11708,4,Langep,34.0,486853974.0,Engineer,143162.64,12187.22,1.0,5.0,8.0,3.0,"Auto Loan, Auto Loan, and Not Specified",8.0,5.0,9.1,3.0,Good,1303.01,39.50164810812735,216.0,No,246.9923194537421,168.413702679309,Low_spent_Medium_value_payments,426.5134106068658,Good
5662,11708,5,Langep,34.0,486853974.0,Engineer,143162.64,12187.22,1.0,5.0,8.0,3.0,"Auto Loan, Auto Loan, and Not Specified",10.0,5.0,7.1,3.0,Good,1303.01,31.37614957421204,217.0,No,246.9923194537421,168.413702679309,Low_spent_Large_value_payments,810.7821526659284,Good
5663,11708,6,Langep,34.0,486853974.0,Engineer,143162.64,12187.22,1.0,5.0,8.0,3.0,"Auto Loan, Auto Loan, and Not Specified",8.0,6.0,7.1,3.0,Good,1303.01,39.78399345802119,218.0,No,246.9923194537421,168.413702679309,High_spent_Medium_value_payments,963.9215811205684,Good
5664,11708,7,Langep,34.0,486853974.0,Engineer,143162.64,12187.22,1.0,5.0,8.0,3.0,"Auto Loan, Auto Loan, and Not Specified",8.0,6.0,7.1,3.0,Good,1303.01,38.068623627698585,219.0,No,246.9923194537421,168.413702679309,High_spent_Small_value_payments,968.5555173846188,Standard
5665,11708,8,Langep,34.0,486853974.0,Engineer,143162.64,12187.22,1.0,5.0,8.0,3.0,"Auto Loan, Auto Loan, and Not Specified",8.0,6.0,7.1,3.0,Good,1303.01,38.37475294778511,220.0,No,246.9923194537421,168.413702679309,High_spent_Small_value_payments,895.494583180492,Standard
5670,47249,1,Jasond,54.0,72316145.0,Entrepreneur,30689.89,2612.4908333333333,2.0,5.0,4.0,1.0,Not Specified,0.0,6.0,1.99,4.0,Good,632.46,26.54422872407309,207.0,No,16.415451659824875,29.393311428984493,Low_spent_Large_value_payments,433.6047729627723,Standard
5671,47249,2,Jasond,54.0,72316145.0,Entrepreneur,30689.89,2612.4908333333333,2.0,5.0,4.0,1.0,Not Specified,5.0,3.0,1.99,4.0,Good,632.46,35.279981779008544,208.0,No,16.415451659824875,29.393311428984493,Low_spent_Small_value_payments,409.95181177116,Standard
5672,47249,3,Jasond,55.0,72316145.0,Entrepreneur,30689.89,2612.4908333333333,2.0,5.0,4.0,1.0,Not Specified,3.0,9.0,1.99,4.0,Good,632.46,32.30116343180253,209.0,NM,16.415451659824875,29.393311428984493,High_spent_Medium_value_payments,411.42712287098345,Standard
5673,47249,4,Jasond,55.0,72316145.0,Entrepreneur,30689.89,2612.4908333333333,2.0,5.0,4.0,1.0,Not Specified,7.0,6.0,1.99,4.0,Good,632.46,38.132348192570056,210.0,No,16.415451659824875,29.393311428984493,Low_spent_Small_value_payments,262.4995942778403,Standard
5674,47249,5,Jasond,55.0,72316145.0,Entrepreneur,30689.89,2612.4908333333333,2.0,5.0,4.0,1.0,Not Specified,5.0,6.0,1.99,4.0,Good,632.46,41.15431654696947,211.0,No,16.415451659824875,29.393311428984493,Low_spent_Large_value_payments,359.37491550776383,Standard
5675,47249,6,Jasond,55.0,72316145.0,Entrepreneur,30689.89,2612.4908333333333,2.0,5.0,4.0,1.0,Not Specified,5.0,6.0,1.99,4.0,Good,632.46,27.4454217928553,212.0,No,16.415451659824875,29.393311428984493,High_spent_Small_value_payments,419.8807835023488,Standard
5676,47249,7,Jasond,55.0,72316145.0,Entrepreneur,30689.89,2612.4908333333333,2.0,5.0,4.0,1.0,Not Specified,5.0,6.0,1.99,4.0,Good,632.46,26.05639527857161,213.0,No,16.415451659824875,29.393311428984493,Low_spent_Large_value_payments,443.5499567906391,Standard
5677,47249,8,Jasond,55.0,72316145.0,Entrepreneur,30689.89,2612.4908333333333,2.0,5.0,4.0,1.0,Not Specified,4.0,9.0,1.99,4.0,Good,632.46,27.33251492755421,214.0,No,16.415451659824875,29.393311428984493,High_spent_Small_value_payments,379.21638114119577,Standard
5682,7387,1,Deepaa,21.0,615067821.0,Developer,35547.71,2853.3091666666664,7.0,5.0,5.0,0.0,No Data,5.0,15.0,2.58,4.0,Standard,943.86,39.79776423199917,368.0,Yes,0.0,37.64363788963997,High_spent_Medium_value_payments,288.60552234930395,Standard
5683,7387,2,Deepaa,21.0,615067821.0,Developer,35547.71,2853.3091666666664,7.0,5.0,5.0,0.0,No Data,9.0,15.0,2.58,4.0,Standard,943.86,27.02036025389693,369.0,NM,0.0,37.64363788963997,High_spent_Medium_value_payments,460.8872756166704,Standard
5684,7387,3,Deepaa,21.0,615067821.0,Developer,35547.71,2853.3091666666664,7.0,5.0,5.0,0.0,No Data,5.0,12.0,2.58,4.0,Standard,943.86,23.462303036448013,370.0,Yes,0.0,37.64363788963997,Low_spent_Medium_value_payments,392.1922656650829,Standard
5685,7387,4,Deepaa,21.0,615067821.0,Developer,35547.71,2853.3091666666664,7.0,5.0,5.0,0.0,No Data,1.0,15.0,2.58,4.0,Standard,943.86,28.924953778098622,371.0,Yes,0.0,37.64363788963997,High_spent_Medium_value_payments,438.5454315807922,Standard
5686,7387,5,Deepaa,21.0,615067821.0,Developer,35547.71,2853.3091666666664,7.0,5.0,5.0,0.0,No Data,9.0,17.0,2.58,4.0,Standard,943.86,41.77618715055719,372.0,Yes,0.0,37.64363788963997,High_spent_Small_value_payments,482.6076383223166,Standard
